date,Air Temp ˚F,Precipitation (inches),Relative Humidity (%),Leaf Wetness (minutes),Solar Radiation (langleys),Wind Speed (mph),Wind Direction (degrees)
1/21/2024 0:00,16.4,0,78,0,0,13.2,287
1/21/2024 1:00,16.3,0,80,0,0,12.9,277
1/21/2024 2:00,16.4,0,81,0,0,10.9,263
1/21/2024 3:00,16.1,0,80,0,0,9.3,273
1/21/2024 4:00,16.6,0,79,0,0,11.2,270
1/21/2024 5:00,16.8,0,79,0,0,10.9,270
1/21/2024 6:00,17.3,0,78,0,0,9.6,266
1/21/2024 7:00,17.5,0,78,0,0,11.6,279
1/21/2024 8:00,17.5,0,79,0,0,10.3,263
1/21/2024 9:00,18.3,0,78,0,4,9.2,269
1/21/2024 10:00,19.2,0,77,0,11,10.4,271
1/21/2024 11:00,21,0,74,0,24,13.8,301
1/21/2024 12:00,21.9,0,70,0,23,10.6,315
1/21/2024 13:00,23.5,0,66,0,36,14.2,315
1/21/2024 14:00,24.5,0,65,0,25,13.3,286
1/21/2024 15:00,25.6,0,63,0,32,10.8,311
1/21/2024 16:00,24.3,0,65,0,15,11.1,286
1/21/2024 17:00,23.8,0,68,0,3,10.4,287
1/21/2024 18:00,23.4,0,69,0,0,9.7,288
1/21/2024 19:00,22.8,0,70,0,0,6,337
1/21/2024 20:00,21.8,0,69,0,0,6.4,285
1/21/2024 21:00,18.2,0,72,0,0,3.5,202
1/21/2024 22:00,16.7,0,76,0,0,2.8,225
1/21/2024 23:00,15.4,0,78,0,0,2.2,202
1/22/2024 0:00,13.8,0,80,0,0,1.3,225
1/22/2024 1:00,10.6,0,84,0,0,0.7,90
1/22/2024 2:00,10.7,0,86,0,0,0,180
1/22/2024 3:00,7,0,87,0,0,0.1,180
1/22/2024 4:00,5.2,0,88,0,0,0,270
1/22/2024 5:00,4,0,89,0,0,0,270
1/22/2024 6:00,3.4,0,90,0,0,0,270
1/22/2024 7:00,3,0,90,0,0,0.3,270
1/22/2024 8:00,1.1,0,90,0,0,0,270
1/22/2024 9:00,4.7,0,91,0,8,0.2,247
1/22/2024 10:00,17.9,0,91,0,23,0,202
1/22/2024 11:00,19.4,0,78,0,36,2.5,270
1/22/2024 12:00,23.7,0,67,0,41,3.3,280
1/22/2024 13:00,27.5,0,57,0,26,7.3,248
1/22/2024 14:00,29.6,0,52,0,13,2.6,264
1/22/2024 15:00,31,0,49,0,9,7.3,247
1/22/2024 16:00,30.9,0,50,0,6,6.3,251
1/22/2024 17:00,30.1,0,55,0,4,1.6,270
1/22/2024 18:00,30.1,0,51,0,1,2.6,246
1/22/2024 19:00,31.6,0,48,0,0,8.2,195
1/22/2024 20:00,29.8,0,51,0,0,5.4,271
1/22/2024 21:00,29.6,0,56,0,0,3.8,266
1/22/2024 22:00,31,0,54,0,0,4.6,265
1/22/2024 23:00,35.1,0,42,0,0,8.2,187
1/23/2024 0:00,33.3,0,48,0,0,4,247
1/23/2024 1:00,36.5,0,43,0,0,4.1,270
1/23/2024 2:00,38.4,0,39,0,0,8.7,231
1/23/2024 3:00,36,0,47,0,0,1.8,112
1/23/2024 4:00,37,0,53,0,0,0.2,202
1/23/2024 5:00,34.5,0,67,0,0,2.7,135
1/23/2024 6:00,35.2,0,68,0,0,1.2,157
1/23/2024 7:00,33.3,0,76,0,0,0.2,90
1/23/2024 8:00,33.7,0,82,40,0,1.7,112
1/23/2024 9:00,33.7,0.01,86,60,3,1,135
1/23/2024 10:00,34.2,0.01,91,60,6,1.1,45
1/23/2024 11:00,34.6,0.02,92,60,13,3.3,22
1/23/2024 12:00,35.4,0.04,85,35,17,4.2,67
1/23/2024 13:00,35.2,0,84,0,13,5.4,68
1/23/2024 14:00,34.7,0,87,0,8,3.4,45
1/23/2024 15:00,35.1,0,85,0,11,4.8,45
1/23/2024 16:00,35.1,0,85,0,7,1.7,67
1/23/2024 17:00,34.7,0,86,0,2,2.7,56
1/23/2024 18:00,33.7,0,88,0,0,2,153
1/23/2024 19:00,33.7,0,89,0,0,0.8,45
1/23/2024 20:00,33.2,0,90,13,0,0.8,157
1/23/2024 21:00,33.1,0,91,60,0,0.8,67
1/23/2024 22:00,33.2,0,92,60,0,0.6,202
1/23/2024 23:00,33,0,92,59,0,1.4,56
1/24/2024 0:00,33.2,0,91,0,0,3,83
1/24/2024 1:00,36.8,0,68,0,0,3.4,256
1/24/2024 2:00,37.5,0,61,0,0,6.4,260
1/24/2024 3:00,37.3,0,61,0,0,3,234
1/24/2024 4:00,37.2,0,61,0,0,2,231
1/24/2024 5:00,35.7,0,67,0,0,1,135
1/24/2024 6:00,36.4,0,65,0,0,2,292
1/24/2024 7:00,35,0,73,0,0,0.8,270
1/24/2024 8:00,34.8,0,73,0,0,2.2,131
1/24/2024 9:00,35.8,0,73,0,2,2.4,112
1/24/2024 10:00,38.3,0,64,0,6,2.9,270
1/24/2024 11:00,39.2,0,60,0,10,6.5,231
1/24/2024 12:00,41.4,0,59,0,20,5,221
1/24/2024 13:00,42.2,0,58,0,18,4.4,229
1/24/2024 14:00,41.6,0,61,0,9,2.8,248
1/24/2024 15:00,41,0,66,27,9,1.6,135
1/24/2024 16:00,37.8,0.01,82,60,4,1.6,157
1/24/2024 17:00,36.1,0.01,90,60,2,2.5,141
1/24/2024 18:00,35.4,0,93,60,0,1.9,135
1/24/2024 19:00,35.9,0.02,94,60,0,5.6,14
1/24/2024 20:00,37.7,0.01,94,60,0,8.7,274
1/24/2024 21:00,36.5,0.02,96,60,0,2.5,247
1/24/2024 22:00,36,0.01,96,60,0,2.5,337
1/24/2024 23:00,36.1,0.02,97,60,0,0.7,225
1/25/2024 0:00,35.7,0.02,97,60,0,1.1,135
1/25/2024 1:00,36,0.01,98,60,0,0.5,360
1/25/2024 2:00,36.4,0.03,98,60,0,0.7,265
1/25/2024 3:00,36.2,0.03,98,60,0,1.3,202
1/25/2024 4:00,37,0.02,98,60,0,0.2,225
1/25/2024 5:00,37.2,0.02,98,60,0,0,67
1/25/2024 6:00,37.6,0.02,98,60,0,0,67
1/25/2024 7:00,37.1,0.01,98,60,0,0,67
1/25/2024 8:00,37,0,98,60,0,0,67
1/25/2024 9:00,38.3,0,97,60,1,0.2,67
1/25/2024 10:00,39.9,0,97,60,5,0,67
1/25/2024 11:00,41.6,0,98,44,8,0,67
1/25/2024 12:00,43.3,0,98,16,9,0.1,67
1/25/2024 13:00,44.8,0,98,0,10,0,67
1/25/2024 14:00,44.3,0,98,0,9,0,67
1/25/2024 15:00,46.4,0,98,0,10,1.1,67
1/25/2024 16:00,44.3,0,98,0,5,0,67
1/25/2024 17:00,41.8,0,98,0,2,1.5,135
1/25/2024 18:00,41.5,0,98,0,0,1.5,135
1/25/2024 19:00,41.1,0,98,0,0,1.5,135
1/25/2024 20:00,40.8,0,98,0,0,0.8,112
1/25/2024 21:00,40.1,0,99,37,0,1.2,112
1/25/2024 22:00,40.8,0.01,99,60,0,0.9,67
1/25/2024 23:00,42.1,0.01,98,60,0,1.6,135
1/26/2024 0:00,43.4,0.02,99,60,0,0.9,360
1/26/2024 1:00,49.1,0.01,100,60,0,2.9,178
1/26/2024 2:00,49.4,0.02,100,60,0,4.9,136
1/26/2024 3:00,49.5,0.02,99,60,0,6.2,142
1/26/2024 4:00,48,0.02,98,51,0,2.1,291
1/26/2024 5:00,46.9,0.01,99,34,0,3,3
1/26/2024 6:00,47.6,0.01,99,60,0,4.4,249
1/26/2024 7:00,45.5,0.01,99,60,0,4,266
1/26/2024 8:00,45.1,0.01,99,60,0,4.4,292
1/26/2024 9:00,49.6,0.01,96,60,5,5.5,254
1/26/2024 10:00,53.8,0.01,97,21,20,7.2,205
1/26/2024 11:00,59.4,0.01,82,0,33,10.7,209
1/26/2024 12:00,61.6,0,74,0,32,8.7,236
1/26/2024 13:00,61.4,0.01,66,0,28,11.6,235
1/26/2024 14:00,61.5,0,61,0,27,12.1,255
1/26/2024 15:00,60.3,0.01,62,0,19,10.4,248
1/26/2024 16:00,58,0,67,0,6,10.6,281
1/26/2024 17:00,55.8,0,70,0,4,6.2,289
1/26/2024 18:00,53,0.01,77,0,0,5,337
1/26/2024 19:00,52,0,78,0,0,7.5,264
1/26/2024 20:00,51,0,80,0,0,4.5,248
1/26/2024 21:00,49.5,0.01,82,0,0,6,307
1/26/2024 22:00,47.4,0,84,0,0,5.3,331
1/26/2024 23:00,45.9,0,86,0,0,4.4,279
1/27/2024 0:00,45.1,0,86,0,0,4.2,247
1/27/2024 1:00,44.6,0,86,0,0,4,241
1/27/2024 2:00,44.1,0,88,0,0,2.9,247
1/27/2024 3:00,43.3,0.01,90,0,0,4.1,247
1/27/2024 4:00,42.7,0,90,0,0,3.8,269
1/27/2024 5:00,42.4,0,91,0,0,4.4,282
1/27/2024 6:00,41,0,92,0,0,4.6,225
1/27/2024 7:00,40.3,0,92,0,0,3.5,247
1/27/2024 8:00,39,0,94,0,1,2.7,180
1/27/2024 9:00,41.1,0.01,94,0,8,1.5,247
1/27/2024 10:00,43.4,0,92,0,13,0.9,90
1/27/2024 11:00,45.6,0,84,0,16,4.3,315
1/27/2024 12:00,47.2,0,78,0,18,1.6,275
1/27/2024 13:00,47.3,0,77,0,13,2.6,270
1/27/2024 14:00,48.6,0,75,0,16,2.1,315
1/27/2024 15:00,48.4,0,73,0,8,0,270
1/27/2024 16:00,47.2,0.01,76,0,3,2.3,192
1/27/2024 17:00,46.2,0,79,0,1,1,112
1/27/2024 18:00,44.7,0,83,0,0,3,124
1/27/2024 19:00,43.5,0,87,0,0,4,90
1/27/2024 20:00,43.6,0,86,0,0,4.9,111
1/27/2024 21:00,43.3,0,85,0,0,4.1,94
1/27/2024 22:00,41.9,0,89,60,0,5,45
1/27/2024 23:00,41.5,0,92,60,0,5.2,98
1/28/2024 0:00,40.6,0,94,60,0,2.8,22
1/28/2024 1:00,40.8,0,95,60,0,4,67
1/28/2024 2:00,40.9,0,95,60,0,5.1,117
1/28/2024 3:00,40.4,0.01,95,60,0,6,74
1/28/2024 4:00,40.1,0,95,60,0,7.1,61
1/28/2024 5:00,39.6,0,95,60,0,5,74
1/28/2024 6:00,38.9,0,95,60,0,5.6,39
1/28/2024 7:00,38.3,0,94,60,0,2.2,92
1/28/2024 8:00,36.4,0,94,60,0,1.5,67
1/28/2024 9:00,34.9,0,96,60,2,2.7,69
1/28/2024 10:00,35.2,0,97,60,3,8.2,45
1/28/2024 11:00,33.4,0,97,60,2,6.7,62
1/28/2024 12:00,34.2,0,98,60,6,5.7,45
1/28/2024 13:00,35.1,0.01,98,60,7,5.5,45
1/28/2024 14:00,35.4,0,98,60,6,8,49
1/28/2024 15:00,34.8,0,99,60,4,8.2,47
1/28/2024 16:00,34.8,0,99,58,3,6.4,45
1/28/2024 17:00,34.7,0,99,56,1,4.9,22
1/28/2024 18:00,34.7,0,99,54,0,4.6,22
1/28/2024 19:00,34,0,99,60,0,4.4,32
1/28/2024 20:00,33.7,0.04,99,56,0,2.1,34
1/28/2024 21:00,33.7,0,99,51,0,0,45
1/28/2024 22:00,33.8,0,99,60,0,1.1,247
1/28/2024 23:00,34.3,0,99,60,0,3,270
1/29/2024 0:00,34.7,0,99,60,0,4.6,318
1/29/2024 1:00,34.6,0,98,37,0,7.1,297
1/29/2024 2:00,33.7,0,94,0,0,9.2,352
1/29/2024 3:00,33.6,0,92,0,0,6.7,341
1/29/2024 4:00,33.6,0,91,0,0,8.3,322
1/29/2024 5:00,32.8,0.01,89,0,0,7.4,291
1/29/2024 6:00,32.7,0,86,0,0,7.4,352
1/29/2024 7:00,32.2,0,88,0,0,6.2,337
1/29/2024 8:00,31.8,0,88,0,0,6.2,351
1/29/2024 9:00,32.6,0,86,0,2,6.7,326
1/29/2024 10:00,33.1,0,84,0,4,10.7,337
1/29/2024 11:00,33.2,0,84,0,4,8.3,305
1/29/2024 12:00,33.7,0.01,85,0,6,7.6,326
1/29/2024 13:00,34.6,0,81,0,9,9.4,287
1/29/2024 14:00,34.7,0,80,0,11,11.6,296
1/29/2024 15:00,34.4,0,80,0,6,10.6,308
1/29/2024 16:00,34.1,0,81,0,3,7.5,292
1/29/2024 17:00,33.9,0,84,0,1,9.3,268
1/29/2024 18:00,33.7,0,85,0,0,7.1,297
1/29/2024 19:00,33.7,0,84,0,0,6.6,296
1/29/2024 20:00,33.2,0,85,0,0,3.9,294
1/29/2024 21:00,33.2,0,84,0,0,6,314
1/29/2024 22:00,32.8,0.01,86,0,0,6,300
1/29/2024 23:00,32.6,0,86,0,0,2.8,270
1/30/2024 0:00,32.4,0,85,0,0,3.3,275
1/30/2024 1:00,31.9,0,85,0,0,0.5,337
1/30/2024 2:00,31.5,0,88,0,0,0,337
1/30/2024 3:00,31.8,0,88,0,0,2.9,225
1/30/2024 4:00,31.4,0,90,0,0,1.5,249
1/30/2024 5:00,31.2,0,90,0,0,0,202
1/30/2024 6:00,31.2,0,90,0,0,2.7,180
1/30/2024 7:00,31.8,0,86,0,0,2.7,215
1/30/2024 8:00,31.7,0,87,0,0,1,202
1/30/2024 9:00,32.2,0,85,0,2,1.8,136
1/30/2024 10:00,32.5,0.01,84,0,4,4.1,246
1/30/2024 11:00,32.9,0,83,0,6,2.9,315
1/30/2024 12:00,33.5,0,82,0,7,3.1,256
1/30/2024 13:00,33.9,0,81,0,10,3.2,143
1/30/2024 14:00,34.8,0,79,0,10,1.9,113
1/30/2024 15:00,35.3,0,76,0,9,2.2,96
1/30/2024 16:00,35.6,0,76,0,6,2.4,149
1/30/2024 17:00,33.9,0,80,0,3,5.3,68
1/30/2024 18:00,32.9,0.01,84,0,0,6.4,100
1/30/2024 19:00,32.6,0,86,0,0,3.5,78
1/30/2024 20:00,32.5,0,86,0,0,5.1,112
1/30/2024 21:00,32.6,0,86,0,0,2.4,287
1/30/2024 22:00,32.7,0,86,0,0,1.9,331
1/30/2024 23:00,32.7,0,85,0,0,2.7,247
1/31/2024 0:00,32.3,0,86,0,0,4.3,114
1/31/2024 1:00,31.8,0,86,0,0,4.8,26
1/31/2024 2:00,31.7,0,87,0,0,1.9,22
1/31/2024 3:00,31.7,0.01,87,0,0,8,150
1/31/2024 4:00,31.7,0,87,0,0,7.6,154
1/31/2024 5:00,31.8,0,87,0,0,3.3,146
1/31/2024 6:00,31.5,0,88,0,0,1.3,112
1/31/2024 7:00,32,0,87,0,0,5.3,146
1/31/2024 8:00,32,0,87,0,1,4.8,149
1/31/2024 9:00,32.3,0,87,0,4,4.3,141
1/31/2024 10:00,33.7,0,86,0,9,4.1,197
1/31/2024 11:00,34.3,0,85,0,13,2.8,204
1/31/2024 12:00,35.9,0,82,0,16,2.5,230
1/31/2024 13:00,36.6,0.01,81,0,17,3.7,292
1/31/2024 14:00,39.1,0,78,0,18,1.8,251
1/31/2024 15:00,43.6,0,72,0,28,2.4,31
1/31/2024 16:00,43.6,0,69,0,22,0.8,294
1/31/2024 17:00,40.7,0,72,0,9,4.8,181
1/31/2024 18:00,39.1,0.01,77,0,0,3.8,178
1/31/2024 19:00,38.7,0,79,0,0,1.7,225
1/31/2024 20:00,37.5,0,82,0,0,2,180
1/31/2024 21:00,37.1,0,84,0,0,0.6,202
1/31/2024 22:00,37.1,0,86,0,0,0.1,254
1/31/2024 23:00,38.4,0,83,0,0,2.7,225
2/1/2024 0:00,38.9,0,81,0,0,7.8,245
2/1/2024 1:00,38.2,0,80,0,0,9.1,247
2/1/2024 2:00,37.4,0.01,81,0,0,10.9,246
2/1/2024 3:00,36.8,0,82,0,0,6.8,272
2/1/2024 4:00,36.6,0,82,0,0,7.1,270
2/1/2024 5:00,36.4,0,82,0,0,5.4,249
2/1/2024 6:00,35.7,0,84,0,0,7.5,249
2/1/2024 7:00,35.6,0,84,0,0,7.4,255
2/1/2024 8:00,35.7,0,84,0,0,9.4,235
2/1/2024 9:00,36.3,0.01,81,0,2,8.6,255
2/1/2024 10:00,37.1,0,80,0,5,8.7,239
2/1/2024 11:00,37.4,0,80,0,6,7.6,250
2/1/2024 12:00,37.7,0,80,0,7,8.7,257
2/1/2024 13:00,38.3,0,79,0,8,8.8,246
2/1/2024 14:00,40.4,0,76,0,12,6.2,239
2/1/2024 15:00,43.9,0,69,0,23,6.3,203
2/1/2024 16:00,46,0,65,0,21,5.5,249
2/1/2024 17:00,45.4,0,65,0,8,3.2,202
2/1/2024 18:00,43.9,0,68,0,0,2.9,213
2/1/2024 19:00,43.8,0.01,69,0,0,3,202
2/1/2024 20:00,43.5,0,70,0,0,1.4,202
2/1/2024 21:00,42.7,0,72,0,0,2.8,202
2/1/2024 22:00,43.2,0,70,0,0,5,228
2/1/2024 23:00,42.8,0,73,39,0,4.8,246
2/2/2024 0:00,43.1,0,73,0,0,4.3,224
2/2/2024 1:00,43.2,0,75,0,0,4.5,225
2/2/2024 2:00,43.1,0.01,75,0,0,4.1,229
2/2/2024 3:00,42.7,0,78,0,0,7.8,273
2/2/2024 4:00,41.4,0,81,0,0,5.6,269
2/2/2024 5:00,39.6,0,85,0,0,7.9,325
2/2/2024 6:00,38.1,0,87,0,0,8.2,337
2/2/2024 7:00,37.3,0,84,0,0,8.2,347
2/2/2024 8:00,37.3,0,84,0,0,6.7,327
2/2/2024 9:00,37.5,0,84,0,2,5.8,313
2/2/2024 10:00,37.9,0,84,0,3,7,337
2/2/2024 11:00,39.2,0,78,0,8,11,346
2/2/2024 12:00,39.2,0,76,0,10,9.4,360
2/2/2024 13:00,40.1,0.01,74,0,13,8.1,345
2/2/2024 14:00,41.9,0,67,0,17,9.9,11
2/2/2024 15:00,41.4,0,61,0,12,10.5,337
2/2/2024 16:00,40.3,0,61,0,9,11.8,19
2/2/2024 17:00,39.9,0,62,0,4,8.7,4
2/2/2024 18:00,38.5,0,64,0,1,8.5,338
2/2/2024 19:00,36.5,0,66,0,0,5.1,337
2/2/2024 20:00,35.8,0,68,0,0,7.5,360
2/2/2024 21:00,35.8,0.01,68,0,0,6.9,360
2/2/2024 22:00,34.8,0,72,0,0,8.3,32
2/2/2024 23:00,34.1,0,71,0,0,9.5,30
2/3/2024 0:00,33.4,0,72,0,0,7.3,360
2/3/2024 1:00,33.2,0,72,0,0,7.9,14
2/3/2024 2:00,32.3,0,74,0,0,2.4,360
2/3/2024 3:00,31.9,0,75,0,0,3.9,22
2/3/2024 4:00,31.7,0,77,0,0,4.9,35
2/3/2024 5:00,31.3,0,76,0,0,8.1,325
2/3/2024 6:00,28.3,0,79,0,0,3.6,360
2/3/2024 7:00,26.4,0,82,0,0,1.6,202
2/3/2024 8:00,24.1,0,86,0,1,0.2,202
2/3/2024 9:00,31.8,0.01,85,0,13,3.7,315
2/3/2024 10:00,34.8,0.02,70,0,29,6.9,31
2/3/2024 11:00,37.1,0.02,63,0,39,6.5,328
2/3/2024 12:00,38.1,0.03,61,0,45,4.4,67
2/3/2024 13:00,40.7,0.03,55,0,47,4.5,1
2/3/2024 14:00,43.1,0.03,50,0,43,2.9,66
2/3/2024 15:00,44,0.02,47,0,35,3.8,37
2/3/2024 16:00,46.2,0.03,42,0,24,3.4,55
2/3/2024 17:00,42.4,0.03,51,0,11,2.1,112
2/3/2024 18:00,37.1,0.01,65,0,1,3.7,135
2/3/2024 19:00,32.3,0.01,70,0,0,0,157
2/3/2024 20:00,30.2,0.01,79,0,0,0,157
2/3/2024 21:00,28,0,83,0,0,0,157
2/3/2024 22:00,26.1,0,85,0,0,0,157
2/3/2024 23:00,24.8,0,88,0,0,0.1,157
2/4/2024 0:00,23.8,0,89,0,0,0,157
2/4/2024 1:00,24,0,91,0,0,0,157
2/4/2024 2:00,23.5,0,92,0,0,0,157
2/4/2024 3:00,22.6,0,92,0,0,0,157
2/4/2024 4:00,21.7,0,94,0,0,0,157
2/4/2024 5:00,22.4,0,94,0,0,0,157
2/4/2024 6:00,21.5,0,95,0,0,0.6,157
2/4/2024 7:00,19.9,0,95,0,0,0,90
2/4/2024 8:00,19.4,0,95,0,1,0.4,90
2/4/2024 9:00,26.8,0,96,0,13,0,90
2/4/2024 10:00,34.3,0,90,32,31,2,45
2/4/2024 11:00,35.4,0.01,76,0,40,3.6,61
2/4/2024 12:00,40.1,0.05,60,0,46,2.7,45
2/4/2024 13:00,45.4,0.03,46,0,48,2.2,279
2/4/2024 14:00,49,0.04,39,0,44,1.6,90
2/4/2024 15:00,49.9,0.03,36,0,36,2.9,159
2/4/2024 16:00,51.6,0.02,35,0,24,3,288
2/4/2024 17:00,45.1,0.01,46,0,11,2.8,157
2/4/2024 18:00,38.9,0,60,0,1,2.5,135
2/4/2024 19:00,36.1,0,66,0,0,1.2,67
2/4/2024 20:00,31.9,0,75,0,0,0,45
2/4/2024 21:00,29.4,0,79,0,0,0,45
2/4/2024 22:00,30.1,0,84,0,0,1.5,45
2/4/2024 23:00,27.4,0,85,0,0,0.6,202
2/5/2024 0:00,29.2,0,84,0,0,0.8,135
2/5/2024 1:00,25.5,0,84,0,0,0,135
2/5/2024 2:00,24.7,0,88,0,0,0.2,125
2/5/2024 3:00,24.5,0,89,0,0,0,90
2/5/2024 4:00,22.8,0,90,0,0,0,67
2/5/2024 5:00,22.3,0,90,0,0,0.3,67
2/5/2024 6:00,21.5,0,90,0,0,0.1,67
2/5/2024 7:00,24.3,0,92,0,0,0.2,112
2/5/2024 8:00,23.7,0,93,0,1,0.9,112
2/5/2024 9:00,28.9,0,90,0,13,7.2,67
2/5/2024 10:00,29.9,0,87,0,14,11.6,45
2/5/2024 11:00,31.5,0,81,0,24,11.7,46
2/5/2024 12:00,32.5,0,78,0,21,9.2,31
2/5/2024 13:00,31.7,0,80,0,12,9,45
2/5/2024 14:00,32.1,0,79,0,10,7.2,45
2/5/2024 15:00,32.5,0,78,0,8,6.5,45
2/5/2024 16:00,33.8,0,73,0,10,6.7,11
2/5/2024 17:00,34.6,0,70,0,9,5.9,22
2/5/2024 18:00,30,0,76,0,1,2.4,135
2/5/2024 19:00,28.5,0,82,0,0,3,157
2/5/2024 20:00,26,0,84,0,0,0,67
2/5/2024 21:00,24.1,0,89,0,0,0.1,67
2/5/2024 22:00,23.2,0,91,0,0,0.6,45
2/5/2024 23:00,24.6,0,92,0,0,0.8,112
2/6/2024 0:00,21.9,0,93,0,0,0,45
2/6/2024 1:00,24.5,0,93,0,0,2.7,135
2/6/2024 2:00,24.5,0,89,0,0,2.7,135
2/6/2024 3:00,21.8,0,87,0,0,0.5,90
2/6/2024 4:00,20.2,0,90,0,0,0,67
2/6/2024 5:00,20.3,0,92,0,0,0.2,67
2/6/2024 6:00,17.2,0,92,0,0,0,67
2/6/2024 7:00,16.1,0,94,0,0,0,45
2/6/2024 8:00,15,0,94,0,1,0,45
2/6/2024 9:00,23.4,0,95,0,15,0.3,45
2/6/2024 10:00,28.1,0,84,0,32,0.6,180
2/6/2024 11:00,31.1,0,68,0,42,2.4,180
2/6/2024 12:00,32.5,0,58,0,48,7.1,45
2/6/2024 13:00,34.1,0,54,0,49,8.2,56
2/6/2024 14:00,37.5,0,50,0,46,6.2,9
2/6/2024 15:00,38.1,0,47,0,37,5.2,67
2/6/2024 16:00,39.4,0,44,0,26,3.8,68
2/6/2024 17:00,38.6,0,47,0,12,1.9,135
2/6/2024 18:00,32.6,0,59,0,1,0.2,229
2/6/2024 19:00,28.3,0,69,0,0,0,202
2/6/2024 20:00,26.9,0,72,0,0,0,157
2/6/2024 21:00,24.2,0,80,0,0,0.5,247
2/6/2024 22:00,23.9,0,82,0,0,0.7,90
2/6/2024 23:00,22.2,0,84,0,0,0.1,90
2/7/2024 0:00,21,0,86,0,0,0.2,90
2/7/2024 1:00,19.9,0,88,0,0,0,90
2/7/2024 2:00,20.8,0,89,0,0,0.8,90
2/7/2024 3:00,18.6,0,90,0,0,0,90
2/7/2024 4:00,18.5,0,91,0,0,0,90
2/7/2024 5:00,17.7,0,92,0,0,0,90
2/7/2024 6:00,17.4,0,92,0,0,0.2,90
2/7/2024 7:00,18.8,0,94,0,0,0,225
2/7/2024 8:00,17.1,0,94,0,1,0,225
2/7/2024 9:00,25.9,0,95,0,15,0.3,90
2/7/2024 10:00,31.8,0,84,0,30,3.6,64
2/7/2024 11:00,39.4,0,71,0,39,0.3,158
2/7/2024 12:00,41,0,58,0,42,2.5,279
2/7/2024 13:00,42.5,0,50,0,39,2.8,211
2/7/2024 14:00,45.6,0,45,0,42,2.5,22
2/7/2024 15:00,46.7,0,43,0,29,2.6,74
2/7/2024 16:00,48.9,0,40,0,25,3.6,250
2/7/2024 17:00,44.1,0,46,0,12,2.9,157
2/7/2024 18:00,39.8,0,52,0,1,3.2,156
2/7/2024 19:00,35,0,65,0,0,2.4,157
2/7/2024 20:00,31.4,0,71,0,0,1.2,247
2/7/2024 21:00,28.5,0,77,0,0,0,112
2/7/2024 22:00,27.7,0,82,0,0,0.3,180
2/7/2024 23:00,26.4,0,84,0,0,0.7,270
2/8/2024 0:00,26.3,0,86,0,0,0.3,67
2/8/2024 1:00,26.5,0,87,0,0,0.6,247
2/8/2024 2:00,25.3,0,87,0,0,0.5,225
2/8/2024 3:00,25.3,0,88,0,0,0.4,157
2/8/2024 4:00,25.8,0,89,0,0,0,247
2/8/2024 5:00,25.1,0,89,0,0,0.2,247
2/8/2024 6:00,25.2,0,90,0,0,0.7,247
2/8/2024 7:00,24.7,0,91,0,0,0.3,32
2/8/2024 8:00,25.3,0,92,0,2,0,360
2/8/2024 9:00,32.1,0,92,0,15,0,360
2/8/2024 10:00,39.5,0,74,0,31,1.1,22
2/8/2024 11:00,41.6,0,62,0,31,2.4,249
2/8/2024 12:00,46.4,0,48,0,38,3.4,241
2/8/2024 13:00,47.1,0,47,0,30,3.9,201
2/8/2024 14:00,48.6,0,44,0,26,3,168
2/8/2024 15:00,48.7,0,44,0,14,1.8,195
2/8/2024 16:00,50.1,0,41,0,18,3,269
2/8/2024 17:00,47.7,0,46,0,4,4.2,43
2/8/2024 18:00,46.4,0,48,0,1,4.5,96
2/8/2024 19:00,45.5,0,50,0,0,4.6,46
2/8/2024 20:00,44.7,0,52,0,0,4.3,213
2/8/2024 21:00,40.1,0,59,0,0,2.5,157
2/8/2024 22:00,43.8,0,56,0,0,5.2,301
2/8/2024 23:00,44.5,0,53,0,0,4.2,39
2/9/2024 0:00,43.3,0,54,0,0,2.3,22
2/9/2024 1:00,41.8,0,60,0,0,6.3,143
2/9/2024 2:00,42.3,0,57,0,0,5,328
2/9/2024 3:00,43.7,0,55,0,0,4.9,48
2/9/2024 4:00,42.4,0,56,0,0,4.5,323
2/9/2024 5:00,42.4,0,58,0,0,4.5,150
2/9/2024 6:00,42.7,0,57,0,0,3.9,260
2/9/2024 7:00,43.5,0,56,0,0,7.7,163
2/9/2024 8:00,44.2,0,55,0,1,4.9,224
2/9/2024 9:00,44.5,0,56,0,7,2.8,244
2/9/2024 10:00,48.1,0,53,0,27,5.3,273
2/9/2024 11:00,52.4,0,51,0,36,6.4,219
2/9/2024 12:00,55.8,0,51,0,38,7.8,257
2/9/2024 13:00,56.6,0,58,0,27,8.6,242
2/9/2024 14:00,58.6,0,56,0,33,11,254
2/9/2024 15:00,59.7,0,53,0,25,10.4,248
2/9/2024 16:00,60.1,0,51,0,19,8,267
2/9/2024 17:00,59.6,0,51,0,12,7.9,194
2/9/2024 18:00,56.3,0,55,0,1,4.6,202
2/9/2024 19:00,55.3,0,58,0,0,7.3,202
2/9/2024 20:00,55.1,0,56,0,0,6.4,201
2/9/2024 21:00,55.3,0,57,0,0,9.6,220
2/9/2024 22:00,53.6,0,62,0,0,6.7,242
2/9/2024 23:00,51.2,0,69,0,0,2.7,209
2/10/2024 0:00,51.8,0,71,0,0,5.6,202
2/10/2024 1:00,51.5,0,74,0,0,6.7,189
2/10/2024 2:00,51.5,0,75,0,0,4.6,203
