date,Air Temp ˚F,Precipitation (inches),Relative Humidity (%),Leaf Wetness (minutes),Wind Speed (mph),Wind Direction (degrees)
1/22/2024 12:00,29.8,0,56,0,2.9,223
1/22/2024 13:00,29.7,0,59,0,4.5,211
1/22/2024 14:00,30.6,0,59,0,4.5,194
1/22/2024 15:00,31.1,0,59,0,3.8,197
1/22/2024 16:00,30.9,0,61,0,4.5,185
1/22/2024 17:00,30.6,0,61,0,2.9,229
1/22/2024 18:00,30,0,64,0,2.9,198
1/22/2024 19:00,28.8,0,64,0,0.7,246
1/22/2024 20:00,25.9,0,67,0,0,246
1/22/2024 21:00,26.2,0,68,0,0.7,233
1/22/2024 22:00,25.5,0,70,2,0,248
1/22/2024 23:00,24.3,0,71,7,0.7,69
1/23/2024 0:00,26.8,0,68,2,2.2,226
1/23/2024 1:00,27.9,0,63,0,1.6,246
1/23/2024 2:00,28,0,65,2,0,258
1/23/2024 3:00,24.6,0,76,5,1.6,205
1/23/2024 4:00,27.9,0,70,12,0,272
1/23/2024 5:00,27.3,0,71,12,1.6,164
1/23/2024 6:00,25.7,0,76,12,1.6,76
1/23/2024 7:00,28.8,0,67,12,1.6,27
1/23/2024 8:00,27.7,0,74,12,1.6,284
1/23/2024 9:00,30.6,0,75,12,1.6,79
1/23/2024 10:00,34.5,0,71,12,1.6,55
1/23/2024 11:00,37.2,0,64,11,0,58
1/23/2024 12:00,40.3,0,57,6,2.2,65
1/23/2024 13:00,41.7,0,53,0,2.2,77
1/23/2024 14:00,42.6,0,50,0,1.6,93
1/23/2024 15:00,42.1,0,50,0,1.6,121
1/23/2024 16:00,39.9,0,54,2,0,122
1/23/2024 17:00,39.2,0,55,2,0,122
1/23/2024 18:00,38.8,0,54,0,1.6,122
1/23/2024 19:00,38.8,0,54,0,1.6,24
1/23/2024 20:00,38.5,0,56,0,1.6,46
1/23/2024 21:00,37.8,0,58,0,0,46
1/23/2024 22:00,38.1,0,56,0,0.7,49
1/23/2024 23:00,36.7,0,61,0,0,49
1/24/2024 0:00,36.9,0,61,0,0,49
1/24/2024 1:00,36.7,0,61,3,0.7,115
1/24/2024 2:00,37.2,0,61,9,0,115
1/24/2024 3:00,36,0,67,8,0,115
1/24/2024 4:00,35.4,0,67,12,0,115
1/24/2024 5:00,35.2,0,68,12,0,115
1/24/2024 6:00,34.5,0,71,12,0,115
1/24/2024 7:00,35.1,0,71,12,0,115
1/24/2024 8:00,34.7,0,76,12,0,114
1/24/2024 9:00,36.7,0,72,12,0,41
1/24/2024 10:00,37.6,0,71,12,0,45
1/24/2024 11:00,40.5,0,68,12,2.9,205
1/24/2024 12:00,43.9,0,59,12,0.7,156
1/24/2024 13:00,42.8,0,67,0,1.6,204
1/24/2024 14:00,41.4,0,76,10,3.8,192
1/24/2024 15:00,39.9,0,87,41,2.9,168
1/24/2024 16:00,39.2,0,93,59,1.6,183
1/24/2024 17:00,38.5,0,94,60,0,258
1/24/2024 18:00,38.3,0,95,60,0,258
1/24/2024 19:00,37.8,0,96,60,0,258
1/24/2024 20:00,37.6,0,97,60,0,258
1/24/2024 21:00,37.9,0.01,98,60,0,258
1/24/2024 22:00,38.3,0.01,98,60,0,258
1/24/2024 23:00,37.8,0.01,99,60,0,258
1/25/2024 0:00,38.7,0,99,60,0,258
1/25/2024 1:00,39.2,0,99,60,0,258
1/25/2024 2:00,40.6,0.02,100,60,1.6,240
1/25/2024 3:00,41.5,0.04,100,60,0.7,248
1/25/2024 4:00,40.6,0,100,60,0,247
1/25/2024 5:00,41.2,0.01,100,60,0,240
1/25/2024 6:00,41.7,0.02,100,60,0.7,246
1/25/2024 7:00,41.9,0.02,100,60,0,239
1/25/2024 8:00,41.7,0,100,60,2.2,8
1/25/2024 9:00,44.6,0.01,100,60,0.7,22
1/25/2024 10:00,46.4,0,100,60,0,22
1/25/2024 11:00,50.7,0,99,31,2.2,198
1/25/2024 12:00,51.6,0,100,12,0,284
1/25/2024 13:00,52,0,99,12,0,84
1/25/2024 14:00,53.2,0,97,12,0.7,84
1/25/2024 15:00,53.6,0,97,12,1.6,73
1/25/2024 16:00,53.8,0,97,12,1.6,91
1/25/2024 17:00,51.4,0,98,16,0,91
1/25/2024 18:00,50.4,0,100,51,0,98
1/25/2024 19:00,50.2,0,100,60,0,98
1/25/2024 20:00,50.4,0,100,60,0,98
1/25/2024 21:00,50.7,0.01,100,60,3.8,15
1/25/2024 22:00,50.5,0.04,100,60,2.9,17
1/25/2024 23:00,50.4,0.06,100,60,0,35
1/26/2024 0:00,49.8,0.05,100,60,2.2,46
1/26/2024 1:00,49.3,0.02,100,60,3.8,11
1/26/2024 2:00,48.9,0.01,100,60,2.2,20
1/26/2024 3:00,49.3,0,100,60,2.2,1
1/26/2024 4:00,48.9,0.01,100,60,0,4
1/26/2024 5:00,49.8,0,100,60,0,4
1/26/2024 6:00,50.2,0,100,60,0.7,6
1/26/2024 7:00,50.7,0,100,60,2.2,20
1/26/2024 8:00,51.1,0.01,100,60,0.7,24
1/26/2024 9:00,52.7,0,100,60,2.9,37
1/26/2024 10:00,54.7,0,100,58,1.6,88
1/26/2024 11:00,56.8,0,100,16,3.8,129
1/26/2024 12:00,68.7,0,67,12,11.2,265
1/26/2024 13:00,70,0,58,12,11.2,261
1/26/2024 14:00,69.3,0,56,12,8.9,264
1/26/2024 15:00,67.6,0,54,12,9.6,270
1/26/2024 16:00,67.8,0,53,12,7.4,271
1/26/2024 17:00,64.8,0,53,12,5.1,279
1/26/2024 18:00,61.5,0,58,12,4.5,292
1/26/2024 19:00,56.1,0,67,12,2.2,307
1/26/2024 20:00,58.8,0,64,12,4.5,317
1/26/2024 21:00,57,0,68,12,6,330
1/26/2024 22:00,55.9,0,72,12,6.7,334
1/26/2024 23:00,55.6,0,72,12,9.6,326
1/27/2024 0:00,53.2,0,76,12,3.8,307
1/27/2024 1:00,50,0,83,12,4.5,300
1/27/2024 2:00,50.4,0,82,12,0.7,333
1/27/2024 3:00,48.9,0,83,12,2.2,326
1/27/2024 4:00,48,0,86,26,1.6,333
1/27/2024 5:00,46,0,89,18,0,94
1/27/2024 6:00,48,0,87,12,2.9,340
1/27/2024 7:00,48.6,0,82,12,3.8,350
1/27/2024 8:00,45.5,0,86,12,0,319
1/27/2024 9:00,52.3,0,78,12,2.9,241
1/27/2024 10:00,53.4,0,72,12,2.2,326
1/27/2024 11:00,51.8,0,73,12,4.5,31
1/27/2024 12:00,51.3,0,74,12,3.8,28
1/27/2024 13:00,50.5,0,77,12,4.5,62
1/27/2024 14:00,50.9,0,77,12,2.2,77
1/27/2024 15:00,52.9,0,77,12,2.2,58
1/27/2024 16:00,50.7,0,78,12,2.9,90
1/27/2024 17:00,48.6,0,79,12,2.9,80
1/27/2024 18:00,47.5,0,81,12,1.6,66
1/27/2024 19:00,46.9,0,83,12,0.7,72
1/27/2024 20:00,46.4,0,84,12,0.7,73
1/27/2024 21:00,46,0,85,12,1.6,69
1/27/2024 22:00,45.1,0,90,38,2.2,45
1/27/2024 23:00,44.4,0,92,60,2.2,62
1/28/2024 0:00,43.5,0.04,95,60,0.7,69
1/28/2024 1:00,43,0.07,97,60,0.7,101
1/28/2024 2:00,42.4,0.13,98,60,1.6,102
1/28/2024 3:00,41.5,0.12,99,60,3.8,132
1/28/2024 4:00,40.6,0.17,99,60,6,112
1/28/2024 5:00,39.2,0.16,99,60,2.9,77
1/28/2024 6:00,38.7,0.22,100,60,2.9,74
1/28/2024 7:00,38.7,0.12,100,60,3.8,44
1/28/2024 8:00,38.7,0.09,100,60,5.1,27
1/28/2024 9:00,39.4,0.04,100,60,7.4,25
1/28/2024 10:00,39.4,0.01,99,60,6.7,32
1/28/2024 11:00,39.9,0,99,60,6,46
1/28/2024 12:00,40.6,0,98,60,5.1,39
1/28/2024 13:00,40.8,0,99,60,6,24
1/28/2024 14:00,42.1,0,99,60,3.8,48
1/28/2024 15:00,41.7,0,96,45,4.5,56
1/28/2024 16:00,40.6,0,97,43,6.7,17
1/28/2024 17:00,40.3,0,96,24,3.8,20
1/28/2024 18:00,39.6,0.01,98,58,4.5,14
1/28/2024 19:00,39.4,0,99,60,6.7,10
1/28/2024 20:00,38.7,0,98,60,6.7,11
1/28/2024 21:00,37.9,0,97,60,6,358
1/28/2024 22:00,37.6,0,95,39,8.3,357
1/28/2024 23:00,37.8,0,95,24,4.5,344
1/29/2024 0:00,38.7,0,93,24,9.6,329
1/29/2024 1:00,38.8,0,91,24,11.2,343
1/29/2024 2:00,39.2,0,88,15,7.4,338
1/29/2024 3:00,39.4,0,86,12,10.5,327
1/29/2024 4:00,38.7,0,86,12,7.4,337
1/29/2024 5:00,38.8,0,85,12,5.1,351
1/29/2024 6:00,37.9,0,82,12,7.4,345
1/29/2024 7:00,36.9,0,81,12,6,341
1/29/2024 8:00,36.5,0.01,79,12,10.5,348
1/29/2024 9:00,38.3,0,76,12,14.1,326
1/29/2024 10:00,38.7,0,74,12,9.6,351
1/29/2024 11:00,38.7,0,73,12,11.9,352
1/29/2024 12:00,39.4,0,73,12,11.9,333
1/29/2024 13:00,39.9,0,70,12,7.4,331
1/29/2024 14:00,41.7,0,66,12,11.9,343
1/29/2024 15:00,41.4,0,65,12,11.2,327
1/29/2024 16:00,39.6,0,69,12,9.6,320
1/29/2024 17:00,39,0,72,12,6,295
1/29/2024 18:00,37.9,0,73,12,11.9,340
1/29/2024 19:00,38.1,0,74,12,8.3,338
1/29/2024 20:00,37.8,0,75,12,7.4,331
1/29/2024 21:00,37.9,0,74,12,2.9,343
1/29/2024 22:00,37.9,0,74,12,6,334
1/29/2024 23:00,37.6,0,74,12,4.5,358
1/30/2024 0:00,37.2,0,75,12,4.5,347
1/30/2024 1:00,37,0,75,12,3.8,343
1/30/2024 2:00,36.7,0,76,12,2.2,324
1/30/2024 3:00,36.5,0,76,12,2.2,345
1/30/2024 4:00,35.2,0,81,12,2.2,93
1/30/2024 5:00,34.5,0,84,12,0,83
1/30/2024 6:00,34.3,0,84,12,2.2,88
1/30/2024 7:00,33.8,0,85,12,0.7,70
1/30/2024 8:00,34.2,0,84,12,0,91
1/30/2024 9:00,34.9,0,84,12,2.2,93
1/30/2024 10:00,36.1,0,81,12,2.9,166
1/30/2024 11:00,36.7,0,80,12,5.1,164
1/30/2024 12:00,37.4,0,78,12,6.7,177
1/30/2024 13:00,37.6,0,77,12,5.1,147
1/30/2024 14:00,37.4,0,78,12,6,143
1/30/2024 15:00,37.6,0,78,12,5.1,146
1/30/2024 16:00,36.9,0,78,12,6,149
1/30/2024 17:00,36.3,0,78,12,5.1,133
1/30/2024 18:00,35.8,0,80,12,4.5,136
1/30/2024 19:00,35.2,0,80,12,4.5,145
1/30/2024 20:00,34.9,0,80,12,4.5,153
1/30/2024 21:00,34.7,0,81,12,3.8,150
1/30/2024 22:00,34.3,0,83,12,2.2,115
1/30/2024 23:00,34.2,0,84,12,1.6,114
1/31/2024 0:00,33.8,0,86,12,0,114
1/31/2024 1:00,33.8,0,87,12,0,114
1/31/2024 2:00,33.4,0,88,12,1.6,112
1/31/2024 3:00,33.6,0,89,12,1.6,87
1/31/2024 4:00,33.8,0,89,12,0.7,87
1/31/2024 5:00,33.8,0,88,12,0,87
1/31/2024 6:00,33.8,0,88,12,0,87
1/31/2024 7:00,33.8,0,90,12,2.2,13
1/31/2024 8:00,34.2,0,90,12,1.6,49
1/31/2024 9:00,36,0,90,12,2.2,90
1/31/2024 10:00,36.5,0,88,12,2.2,167
1/31/2024 11:00,38.1,0,85,12,2.2,247
1/31/2024 12:00,39.6,0,82,12,2.2,246
1/31/2024 13:00,40.6,0,80,12,2.2,126
1/31/2024 14:00,40.5,0,79,12,1.6,56
1/31/2024 15:00,41.4,0,78,12,1.6,157
1/31/2024 16:00,41,0,79,12,2.2,170
1/31/2024 17:00,39.6,0,81,12,3.8,177
1/31/2024 18:00,34.7,0,87,15,0.7,185
1/31/2024 19:00,33.8,0,91,56,0,185
1/31/2024 20:00,32.7,0,92,60,0,185
1/31/2024 21:00,32.4,0,95,60,0,185
1/31/2024 22:00,30.6,0,96,60,0,185
1/31/2024 23:00,33.1,0,96,60,0,185
2/1/2024 0:00,33.3,0,95,60,1.6,233
2/1/2024 1:00,36.1,0,93,60,2.2,263
2/1/2024 2:00,33.6,0,96,24,1.6,197
2/1/2024 3:00,37,0,91,19,1.6,247
2/1/2024 4:00,35.6,0,93,20,1.6,236
2/1/2024 5:00,36.1,0,94,19,0.7,236
2/1/2024 6:00,36.7,0,91,12,0,247
2/1/2024 7:00,37,0,90,12,2.2,177
2/1/2024 8:00,37.4,0,90,12,1.6,171
2/1/2024 9:00,40.8,0,81,12,5.1,254
2/1/2024 10:00,42.8,0,74,12,6.7,247
2/1/2024 11:00,44.6,0,68,12,8.3,257
2/1/2024 12:00,44.8,0,67,12,4.5,271
2/1/2024 13:00,45.7,0,67,12,4.5,264
2/1/2024 14:00,49.1,0,62,12,6,256
2/1/2024 15:00,49.5,0,62,12,5.1,234
2/1/2024 16:00,50.2,0,61,12,8.3,201
2/1/2024 17:00,48,0,64,12,6.7,201
2/1/2024 18:00,46.9,0,64,12,2.9,248
2/1/2024 19:00,45,0,69,12,0.7,171
2/1/2024 20:00,44.8,0,70,12,1.6,240
2/1/2024 21:00,44.6,0,71,12,1.6,226
2/1/2024 22:00,43.7,0,74,12,0.7,192
2/1/2024 23:00,45.5,0,70,12,0,191
2/2/2024 0:00,43.7,0,77,16,0,188
2/2/2024 1:00,44.8,0,77,58,1.6,340
2/2/2024 2:00,41,0.02,92,60,0,111
2/2/2024 3:00,40.6,0.02,93,60,0,111
2/2/2024 4:00,40.1,0,96,60,0.7,111
2/2/2024 5:00,40.1,0,97,60,0,168
2/2/2024 6:00,39.4,0,96,60,1.6,77
2/2/2024 7:00,45,0,87,60,6.7,302
2/2/2024 8:00,44.1,0,84,27,6,348
2/2/2024 9:00,42.3,0,84,12,8.9,348
2/2/2024 10:00,42.6,0,80,12,9.6,343
2/2/2024 11:00,43.5,0,75,12,11.2,354
2/2/2024 12:00,44.4,0,74,12,6.7,1
2/2/2024 13:00,45,0,71,12,8.9,350
2/2/2024 14:00,44.2,0,67,12,10.5,358
2/2/2024 15:00,44.1,0,65,12,8.3,350
2/2/2024 16:00,46,0,58,12,7.4,6
2/2/2024 17:00,43.7,0,60,12,8.9,1
2/2/2024 18:00,42.3,0,62,12,6.7,6
2/2/2024 19:00,40.3,0,66,12,4.5,46
2/2/2024 20:00,39,0,69,12,6.7,21
2/2/2024 21:00,37,0,72,12,5.1,24
2/2/2024 22:00,37.9,0,70,12,6,21
2/2/2024 23:00,37,0,71,12,7.4,22
2/3/2024 0:00,36.1,0,72,12,2.2,29
2/3/2024 1:00,35.6,0,72,12,3.8,27
2/3/2024 2:00,34.9,0,72,12,1.6,35
2/3/2024 3:00,34.9,0,73,12,2.2,20
2/3/2024 4:00,34.7,0,74,12,2.9,347
2/3/2024 5:00,33.3,0,74,12,5.1,348
2/3/2024 6:00,32.5,0,75,12,5.1,11
2/3/2024 7:00,31.6,0,77,12,2.9,7
2/3/2024 8:00,33.8,0,75,12,6,351
2/3/2024 9:00,36.1,0,70,12,7.4,13
2/3/2024 10:00,37.6,0,67,12,8.3,343
2/3/2024 11:00,40.5,0,62,12,8.3,350
2/3/2024 12:00,43.3,0,57,12,8.3,14
2/3/2024 13:00,44.4,0,53,3,7.4,347
2/3/2024 14:00,45.9,0,49,2,6.7,18
2/3/2024 15:00,46.9,0,45,6,5.1,14
2/3/2024 16:00,47.1,0,46,0,6,1
2/3/2024 17:00,44.8,0,48,0,4.5,348
2/3/2024 18:00,42.8,0,49,0,2.2,358
2/3/2024 19:00,36.9,0,63,0,1.6,51
2/3/2024 20:00,39,0,57,0,2.2,22
2/3/2024 21:00,35.6,0,63,0,2.2,22
2/3/2024 22:00,34,0,67,8,0.7,22
2/3/2024 23:00,36,0,63,12,2.9,22
2/4/2024 0:00,36.7,0,62,12,3.8,143
2/4/2024 1:00,34.9,0,65,12,4.5,358
2/4/2024 2:00,34.5,0,67,12,3.8,355
2/4/2024 3:00,31.6,0,74,12,2.9,55
2/4/2024 4:00,32.9,0,70,12,2.9,350
2/4/2024 5:00,32.2,0,73,12,2.9,352
2/4/2024 6:00,30.2,0,78,12,3.8,11
2/4/2024 7:00,28,0,81,12,1.6,181
2/4/2024 8:00,33.6,0,76,12,0,288
2/4/2024 9:00,37.6,0,64,12,2.9,41
2/4/2024 10:00,39.6,0,58,12,5.1,45
2/4/2024 11:00,42.3,0,54,12,2.9,37
2/4/2024 12:00,45.5,0,47,6,2.2,81
2/4/2024 13:00,47.7,0,44,0,2.9,121
2/4/2024 14:00,50,0,42,0,2.9,142
2/4/2024 15:00,51.6,0,41,0,1.6,81
2/4/2024 16:00,51.4,0,40,0,1.6,72
2/4/2024 17:00,48.9,0,42,0,0.7,136
2/4/2024 18:00,41.5,0,55,0,0,136
2/4/2024 19:00,40.5,0,56,0,0,136
2/4/2024 20:00,39,0,58,0,0,136
2/4/2024 21:00,39.2,0,58,0,0.7,28
2/4/2024 22:00,36.1,0,65,0,1.6,28
2/4/2024 23:00,33.3,0,68,1,0,28
2/5/2024 0:00,36,0,63,4,0.7,28
2/5/2024 1:00,32.2,0,71,12,4.5,42
2/5/2024 2:00,37.4,0,59,12,3.8,34
2/5/2024 3:00,35.2,0,60,7,2.2,15
2/5/2024 4:00,36,0,57,8,3.8,7
2/5/2024 5:00,33.3,0,63,1,1.6,21
2/5/2024 6:00,33.8,0,66,10,6.7,11
2/5/2024 7:00,33.1,0,71,12,8.3,8
2/5/2024 8:00,32.9,0,73,12,5.1,15
2/5/2024 9:00,36,0,65,12,8.9,8
2/5/2024 10:00,38.3,0,64,12,7.4,29
2/5/2024 11:00,40.8,0,62,10,6.7,32
2/5/2024 12:00,42.3,0,61,7,5.1,25
2/5/2024 13:00,43.9,0,59,0,5.1,59
2/5/2024 14:00,43.5,0,58,0,6.7,0
2/5/2024 15:00,43,0,59,0,8.3,39
2/5/2024 16:00,41.5,0,61,0,6.7,37
2/5/2024 17:00,38.1,0,67,0,6.7,25
2/5/2024 18:00,35.4,0,73,0,6.7,10
2/5/2024 19:00,34.3,0,75,9,5.1,11
2/5/2024 20:00,33.6,0,75,12,5.1,351
2/5/2024 21:00,34.7,0,73,12,6.7,358
2/5/2024 22:00,35.6,0,70,12,8.9,10
2/5/2024 23:00,34.3,0,72,12,7.4,10
2/6/2024 0:00,32.9,0,74,12,7.4,10
2/6/2024 1:00,32.2,0,76,12,8.9,3
2/6/2024 2:00,31.1,0,78,12,9.6,4
2/6/2024 3:00,29.8,0,79,12,6.7,6
2/6/2024 4:00,29.7,0,78,12,8.3,7
2/6/2024 5:00,28.8,0,77,12,8.3,0
2/6/2024 6:00,28,0,77,12,7.4,8
2/6/2024 7:00,27.3,0,77,12,8.3,3
2/6/2024 8:00,28.8,0,74,12,6,11
2/6/2024 9:00,31.5,0,69,12,5.1,0
2/6/2024 10:00,34.3,0,61,12,5.1,55
2/6/2024 11:00,34.7,0,58,7,7.4,18
2/6/2024 12:00,37.2,0,55,0,7.4,14
2/6/2024 13:00,39.7,0,52,0,6.7,37
2/6/2024 14:00,41,0,49,0,6,13
2/6/2024 15:00,42.8,0,46,0,3.8,59
2/6/2024 16:00,42.4,0,45,0,3.8,21
2/6/2024 17:00,40.3,0,45,0,3.8,22
2/6/2024 18:00,36.3,0,50,0,0.7,41
2/6/2024 19:00,32.9,0,58,0,0,41
2/6/2024 20:00,32.7,0,60,0,2.2,34
2/6/2024 21:00,30.7,0,65,0,0,34
2/6/2024 22:00,32,0,62,0,0,34
2/6/2024 23:00,34.2,0,57,0,2.9,343
2/7/2024 0:00,34.7,0,56,0,3.8,351
2/7/2024 1:00,34.3,0,56,0,2.9,354
2/7/2024 2:00,34.3,0,58,0,4.5,21
2/7/2024 3:00,34,0,59,0,3.8,17
2/7/2024 4:00,33.3,0,61,0,3.8,4
2/7/2024 5:00,30.9,0,62,0,0.7,150
2/7/2024 6:00,33.1,0,62,0,2.9,3
2/7/2024 7:00,30.4,0,68,0,2.9,17
2/7/2024 8:00,33.8,0,62,7,0.7,6
2/7/2024 9:00,36.1,0,60,12,3.8,13
2/7/2024 10:00,39,0,56,11,2.9,37
2/7/2024 11:00,42.6,0,49,2,2.9,87
2/7/2024 12:00,43.5,0,50,0,0.7,132
2/7/2024 13:00,48,0,45,0,0,152
2/7/2024 14:00,48,0,43,0,1.6,73
2/7/2024 15:00,49.5,0,42,0,1.6,83
2/7/2024 16:00,51.4,0,40,0,0,244
2/7/2024 17:00,47.3,0,44,0,1.6,152
2/7/2024 18:00,40.1,0,56,0,0,125
2/7/2024 19:00,38.3,0,58,0,0,125
2/7/2024 20:00,36.3,0,62,0,0,125
2/7/2024 21:00,37.2,0,61,0,0.7,125
2/7/2024 22:00,34.7,0,65,0,0,125
2/7/2024 23:00,34,0,66,0,0,125
2/8/2024 0:00,32.2,0,71,0,0,125
2/8/2024 1:00,32.2,0,73,6,0,125
2/8/2024 2:00,31.6,0,71,12,2.2,100
2/8/2024 3:00,29.1,0,80,24,0,95
2/8/2024 4:00,33.3,0,76,12,0,95
2/8/2024 5:00,31.8,0,78,12,0,95
2/8/2024 6:00,29.5,0,83,13,0,95
2/8/2024 7:00,31.5,0,77,30,0,95
2/8/2024 8:00,32.5,0,79,13,1.6,95
2/8/2024 9:00,38.1,0,75,12,0.7,95
2/8/2024 10:00,40.6,0,66,12,2.2,161
2/8/2024 11:00,43.5,0,59,9,4.5,218
2/8/2024 12:00,47.3,0,54,0,3.8,167
2/8/2024 13:00,49.3,0,48,0,8.9,184
2/8/2024 14:00,52.9,0,42,0,6.7,204
2/8/2024 15:00,54.1,0,44,0,6,183
2/8/2024 16:00,51.1,0,48,0,5.1,194
2/8/2024 17:00,48.9,0,53,0,2.2,236
2/8/2024 18:00,48.2,0,51,0,2.2,173
2/8/2024 19:00,45.7,0,56,0,4.5,195
2/8/2024 20:00,44.1,0,57,0,1.6,166
2/8/2024 21:00,42.3,0,65,0,5.1,201
2/8/2024 22:00,40.1,0,67,2,2.2,133
2/8/2024 23:00,39.6,0,68,12,0.7,156
2/9/2024 0:00,37.9,0,73,12,0.7,227
2/9/2024 1:00,38.7,0,73,12,1.6,243
2/9/2024 2:00,38.3,0,75,12,0,288
2/9/2024 3:00,37.2,0,78,12,0.7,197
2/9/2024 4:00,37.6,0,78,12,0,247
2/9/2024 5:00,37.6,0,80,12,1.6,244
2/9/2024 6:00,36,0,82,12,0,300
2/9/2024 7:00,36,0,85,27,0,300
2/9/2024 8:00,37.4,0,86,12,0,300
2/9/2024 9:00,42.3,0,77,12,0,298
2/9/2024 10:00,45.9,0,72,12,2.2,181
2/9/2024 11:00,49.8,0,64,12,1.6,211
2/9/2024 12:00,53.6,0,57,11,4.5,204
2/9/2024 13:00,56.7,0,55,1,2.9,184
2/9/2024 14:00,59.7,0,51,2,2.9,138
2/9/2024 15:00,61.2,0,51,12,4.5,184
2/9/2024 16:00,60.8,0,51,12,6,159
2/9/2024 17:00,58.8,0,53,12,6,181
2/9/2024 18:00,53.2,0,59,6,0,191
2/9/2024 19:00,53.4,0,58,12,0.7,244
2/9/2024 20:00,51.4,0,61,12,0.7,180
2/9/2024 21:00,48.9,0,64,12,0.7,211
2/9/2024 22:00,47.1,0,70,12,0,211
2/9/2024 23:00,45.5,0,73,12,0,211
2/10/2024 0:00,44.2,0,72,12,0,226
2/10/2024 1:00,43,0,77,12,0,227
2/10/2024 2:00,42.4,0,77,12,0,227
2/10/2024 3:00,43.7,0,75,12,0,227
2/10/2024 4:00,42.4,0,77,12,0,34
2/10/2024 5:00,44.4,0,76,14,0,344
2/10/2024 6:00,43.3,0,82,15,2.2,247
2/10/2024 7:00,41.5,0,84,21,0.7,86
2/10/2024 8:00,42.6,0,85,28,1.6,83
2/10/2024 9:00,45.5,0,81,12,0,218
2/10/2024 10:00,47.7,0,81,12,2.9,174
2/10/2024 11:00,49.5,0,80,12,1.6,264
2/10/2024 12:00,52.5,0,78,12,1.6,309
2/10/2024 13:00,56.1,0,74,12,0.7,274
2/10/2024 14:00,58.8,0,71,12,2.9,180
2/10/2024 15:00,61.9,0,62,12,6,233
2/10/2024 16:00,63.9,0,58,12,6.7,205
2/10/2024 17:00,59.9,0,64,12,2.9,209
2/10/2024 18:00,58.1,0,67,12,0,222
2/10/2024 19:00,55.6,0,72,12,0,230
2/10/2024 20:00,53.6,0,76,12,0,314
2/10/2024 21:00,53.1,0,75,12,0,225
2/10/2024 22:00,58.1,0,65,12,2.9,263
2/10/2024 23:00,54,0,70,12,1.6,153
2/11/2024 0:00,55.9,0,70,12,4.5,295
2/11/2024 1:00,50.9,0,80,12,2.2,306
2/11/2024 2:00,51.8,0,79,12,2.9,13
2/11/2024 3:00,51.8,0,82,15,4.5,351
2/11/2024 4:00,48.4,0,86,44,0,128
2/11/2024 5:00,47.1,0,89,60,1.6,86
2/11/2024 6:00,47.7,0,83,39,2.2,80
2/11/2024 7:00,47.1,0,77,15,3.8,41
2/11/2024 8:00,47.3,0,68,12,6,10
2/11/2024 9:00,47.1,0,68,12,2.2,6
2/11/2024 10:00,47.3,0,69,12,2.2,49
2/11/2024 11:00,47.1,0,70,12,2.9,65
2/11/2024 12:00,47.5,0,69,12,3.8,49
2/11/2024 13:00,47.1,0,69,12,3.8,62
2/11/2024 14:00,48.4,0,68,12,2.2,58
2/11/2024 15:00,48.4,0,67,12,2.2,104
2/11/2024 16:00,47.3,0,68,12,2.2,52
2/11/2024 17:00,46.9,0,70,15,2.2,59
2/11/2024 18:00,45,0,73,12,0.7,66
2/11/2024 19:00,44.4,0,73,12,0.7,52
2/11/2024 20:00,43.9,0,74,12,0,41
2/11/2024 21:00,42.3,0,78,14,0,42
2/11/2024 22:00,42.8,0,76,12,0,42
2/11/2024 23:00,42.4,0,76,12,0,45
2/12/2024 0:00,41.4,0,79,12,0,45
2/12/2024 1:00,41.5,0,79,12,0,45
2/12/2024 2:00,39.4,0,81,15,0,45
2/12/2024 3:00,38.8,0,83,35,0,49
2/12/2024 4:00,38.5,0,83,48,0,49
2/12/2024 5:00,38.3,0,85,51,0,32
2/12/2024 6:00,38.1,0,87,59,0,32
2/12/2024 7:00,36.9,0,90,57,0,32
2/12/2024 8:00,38.5,0,84,50,0,32
2/12/2024 9:00,41.5,0,89,19,0,32
2/12/2024 10:00,44.2,0,80,12,0.7,93
2/12/2024 11:00,48.4,0,73,12,2.2,112
2/12/2024 12:00,47.7,0,73,12,2.9,150
2/12/2024 13:00,49.1,0,73,12,2.9,72
2/12/2024 14:00,49.1,0,72,12,2.2,95
2/12/2024 15:00,48.9,0,75,12,0,48
2/12/2024 16:00,48,0,78,14,0.7,73
2/12/2024 17:00,45,0,92,60,0,69
2/12/2024 18:00,44.1,0,97,60,0,52
2/12/2024 19:00,43.5,0.01,99,60,2.9,14
2/12/2024 20:00,43,0.01,99,60,3.8,39
2/12/2024 21:00,42.4,0.07,100,60,1.6,55
2/12/2024 22:00,42.6,0.02,100,60,2.2,70
2/12/2024 23:00,42.1,0.01,100,60,5.1,84
2/13/2024 0:00,41.2,0.1,100,60,2.9,41
2/13/2024 1:00,40.6,0.17,100,60,1.6,81
2/13/2024 2:00,39.9,0.17,100,60,7.4,34
2/13/2024 3:00,38.1,0.11,98,60,11.2,48
2/13/2024 4:00,34.3,0.13,98,60,8.9,20
2/13/2024 5:00,32.4,0,100,60,8.9,18
2/13/2024 6:00,32.4,0,100,60,6,31
2/13/2024 7:00,32.2,0,100,60,6,10
2/13/2024 8:00,32.5,0,100,60,4.5,354
2/13/2024 9:00,33.3,0.01,100,60,6,348
2/13/2024 10:00,36,0,98,58,8.3,337
